,id,key,badges,banned,bio,blocked,comments,datatype,followed,user_followers,user_following,following,human,integration,isFollowingYou,joined,lastseents,likes,media,muted,pendingFollow,posts,private,profilePhoto,rss,state,userid,username,verified,verifiedComments,username_length,error_code,error_desc,error_details
532,81f0708f6ac74cc98daaa0af0e42b804,81f0708f6ac74cc98daaa0af0e42b804,[0],False,"26 year old Republican, gun collector, supporter of the 2nd, and proud member of the TRUMP TRAIN #MAGA2020 ���� #ProudBoysGirl ���� proud deplorable and western chauvinist",False,60.0,user_profile,False,183.0,97.0,97.0,True,False,False,6/26/20 22:00,2020-12-22 11:38:01.502637 UTC,540.0,14.0,False,False,629.0,False,2689f8a7164b40598ce6291b6ac857e3,False,,81f0708f6ac74cc98daaa0af0e42b804,Theskyeisfallin,False,False,15,200,account exists,
533,31118f48dba4401da123ec615cbfcc68,31118f48dba4401da123ec615cbfcc68,[0],False,Avid Trump supporter and Proud American. FAFO Antifa bitches! Proudboysusa.com,False,118.0,user_profile,False,175.0,74.0,74.0,True,False,False,6/26/20 14:57,2020-12-21 21:57:02.368316 UTC,38.0,19.0,False,False,82.0,False,091110bf4d3f41e1a9d5f099f7f11609,False,,31118f48dba4401da123ec615cbfcc68,MagaKorean,False,False,10,200,account exists,
534,6a288da0f9d046ba8e68826e741ce1ce,6a288da0f9d046ba8e68826e741ce1ce,[0],False,"2A supporter, yellow lab dad (x2). Just want’s to be left alone. Navy vet. Support your local Proud boys!",False,413.0,user_profile,False,318.0,241.0,241.0,True,False,False,6/25/20 1:05,2020-12-21 11:23:39.351822 UTC,13000.0,7.0,False,False,24.0,False,d5514ff19f72469cb975fef131f8fd79,False,,6a288da0f9d046ba8e68826e741ce1ce,Wulf22,False,False,6,200,account exists,
535,a5539efa0bf04c50bea63201223ec884,a5539efa0bf04c50bea63201223ec884,[],False,"Great Lakes Conservative. Former silent majority member. �� USA, freedom, capitalism, Trump, Proud Boys & patriots of every color, God, guns, back the badge, support our troops, clear conscience.",False,6.0,user_profile,False,36.0,103.0,103.0,False,False,False,11/12/20 21:46,2020-12-22 02:27:39.63272 UTC,310.0,0.0,False,False,81.0,False,f48badb4d4e2464ea87c56437cc45f4d,False,1.0,a5539efa0bf04c50bea63201223ec884,MsMuddy,False,False,7,200,account exists,
538,d04e7610ce0c4950a7a946c3d47fcb58,d04e7610ce0c4950a7a946c3d47fcb58,[],False,"God fearing, gun toting Mamaw ✝️������
#ProudConservative #ProLife #BackTheBlue #2A #WWG1WGA #ProIsrael #Ohio #NRA #ProudBoys #QAnon #ΜΟΛΩΝΛΑΒΕ #1776 #lll%
Will follow back all Trump supporters",False,283.0,user_profile,False,1200.0,1200.0,1200.0,False,False,False,11/13/20 10:38,2020-12-20 10:32:03.907983 UTC,1500.0,2.0,False,False,1100.0,False,,False,1.0,d04e7610ce0c4950a7a946c3d47fcb58,Blankenship70L,False,False,14,200,account exists,
539,afb4c8177fc744db9863fd5f12535509,afb4c8177fc744db9863fd5f12535509,[0],False,"Texan, Patriot, Love My Country, and Proud Supporter of my 1st and 2nd Ammendment, President Trump and The Proud Boys",False,64.0,user_profile,False,42.0,128.0,128.0,True,False,False,11/8/20 16:07,2020-12-21 00:44:04.638586 UTC,55.0,0.0,False,False,42.0,False,60697cea6da74cb7aa1794eaaa20302e,False,1.0,afb4c8177fc744db9863fd5f12535509,BrotherT,False,False,8,200,account exists,
541,efe48caf5c074e9681612c7224ad68c9,efe48caf5c074e9681612c7224ad68c9,[],False,"����Conservative Southern Lady who loves Trump his strength is amazing����Free Speech, CCW����, NRA���� Fight for our AMERICA & our Constitution❗Proudly support ""Proud Boys"" & Patriots���� ��������",False,569.0,user_profile,False,3900.0,3100.0,3100.0,False,False,False,6/25/20 3:38,2020-12-21 02:38:20.125798 UTC,8200.0,1.0,False,False,11000.0,False,2a7e8429a357486a9df41aa548b8b6d6,False,,efe48caf5c074e9681612c7224ad68c9,amazing2017,False,False,11,200,account exists,
542,3c15d38cde644971995a1cd09bed6118,3c15d38cde644971995a1cd09bed6118,[],False,"Scottish born Proud Boy. I joined the army, did my duty during which time I sustained a severe neck injury. I became a citizen on 4 July 1976. I love this spctacular country. Biden is a mini-dick.",False,631.0,user_profile,False,2000.0,2600.0,2600.0,False,False,False,8/14/20 21:20,2020-12-21 19:33:26.564239 UTC,2700.0,0.0,False,False,3000.0,False,313aa225356445cfa0e66108521fa6c5,False,1.0,3c15d38cde644971995a1cd09bed6118,Orgen,False,False,5,200,account exists,
543,287f30f4a8f345508d1dc06164a1d269,287f30f4a8f345508d1dc06164a1d269,[],False,"Proud American ����
PROUD Boys—Wife to @TheUnMillenial #POYB 
Boy mom of 3 ������������
Belizean Hotelier ��
Trump Supporter 2020 ❤️",False,232.0,user_profile,False,960.0,114.0,114.0,False,False,False,9/6/20 1:47,2020-12-21 14:07:24.591293 UTC,1800.0,5.0,False,False,361.0,False,010ead66d88b4eb1845627c2aed8a5e3,False,1.0,287f30f4a8f345508d1dc06164a1d269,AzizaMcwhirter,False,False,14,200,account exists,
546,b4ae36abab19480ab04b2b40e0b7f384,b4ae36abab19480ab04b2b40e0b7f384,[],False,"Jesus first, beautiful wife, my horses, dogs, family , MAGA Trump NRA #2a, Q!! New world order can suck my ass! Supporter of the Proud boys!",False,449.0,user_profile,False,2500.0,2800.0,2800.0,False,False,False,5/27/20 22:03,2020-12-20 12:27:11.252567 UTC,538.0,26.0,False,False,7400.0,False,4907a2d61dc54349ab396868ef35648e,False,,b4ae36abab19480ab04b2b40e0b7f384,Puryear,False,False,7,200,account exists,
547,55d515fd8579434fae1c97a43bcd131b,55d515fd8579434fae1c97a43bcd131b,[0],False,"BACK THE BLUE!!! Faithful husband, proud father and staunch conservative. Leaving google and Twitter behind. Left FB many years ago. Support Proud Boys.",False,226.0,user_profile,False,114.0,168.0,168.0,True,False,False,11/10/20 13:02,2020-12-21 16:37:46.406952 UTC,416.0,5.0,False,False,252.0,False,14fa28e8409244ec8e047c4acac6a44d,False,1.0,55d515fd8579434fae1c97a43bcd131b,MasterAutoTech,False,False,14,200,account exists,
549,b996b5a5826841d09e30a8436b479c52,b996b5a5826841d09e30a8436b479c52,[0],False,"HARRIS COUNTY TEXAS 
 PROUD BOY",False,4800.0,user_profile,False,7100.0,9500.0,9500.0,True,False,False,5/24/20 14:51,2021-01-10 15:25:37.134779 UTC,7200.0,825.0,False,False,1700.0,False,1bd3cf61391341bf8e08d048f748e15c,False,,b996b5a5826841d09e30a8436b479c52,PorkScrew,False,False,9,200,account exists,
552,207e1be72d204fc48e1961df63d8c14a,207e1be72d204fc48e1961df63d8c14a,[],False,Proud Boy Sydney's VP 2nd° - FREE Societies rely upon FREEDOM of EXPRESSION,False,12.0,user_profile,False,60.0,85.0,85.0,False,False,False,6/28/20 12:19,2021-01-10 04:06:26.36179 UTC,34.0,9.0,False,False,21.0,False,4c5a48ff40a6427c999ed26790d18f22,False,,207e1be72d204fc48e1961df63d8c14a,FreshSpeech,False,False,11,200,account exists,
555,8572472e31064a098856c2a33580d694,8572472e31064a098856c2a33580d694,[],False,Single white privileged male chauvinist conservative Trump supporter proud boy,False,1.0,user_profile,False,54.0,232.0,232.0,False,False,False,12/14/20 4:52,2021-01-08 07:55:59.090002 UTC,4.0,0.0,False,False,1.0,False,398ed65c0950400d887c5ba4b65de610,False,1.0,8572472e31064a098856c2a33580d694,CalebGarrison,False,False,13,200,account exists,
565,64a7a5c251754882b29f789749cd6753,64a7a5c251754882b29f789749cd6753,[],,This is the Official Page of The Flagship NYC Chapter of the Proud Boys. Were the only recognized chapter located in the 5 Boroughs of NY. WARNING: Theres no Staten Island Chapter & any acct is fake,False,,user_profile,False,2700.0,172.0,,False,False,,7/1/20 0:27,2020-12-23 14:46:01.945661 UTC,,,False,,,False,6862194175474842bd14aade8806c41b,False,,64a7a5c251754882b29f789749cd6753,PBNYC,False,False,5,200,account exists,
568,a584ce37e59343a69a55ba5b95a55359,a584ce37e59343a69a55ba5b95a55359,[],False,Follow the official PBGs @ProudBoysGirls,False,1.0,user_profile,False,553.0,0.0,0.0,False,False,False,7/19/20 21:01,2020-12-22 05:43:29.865295 UTC,0.0,0.0,False,False,9.0,False,d03648558a0b404e94e2ed7699c38841,False,,a584ce37e59343a69a55ba5b95a55359,Proudgirls,False,False,10,200,account exists,
572,cae568aa39c041208b9e89c38718d0c5,cae568aa39c041208b9e89c38718d0c5,[0],False,"Proud American. Proud Christian. Proud Boy. 

Pro: God, West, free speech, gun, free market, Israel, family, Trump, liberty. 
Anti: Jihad, racism, censorship, Nazism, ethno-nationalism. 

#POYB",False,26.0,user_profile,False,406.0,26.0,26.0,True,False,False,6/3/20 3:55,2020-12-22 06:17:56.297303 UTC,42.0,2.0,False,False,15.0,False,09094c6af1f04739b3a575fb2b010e2a,False,,cae568aa39c041208b9e89c38718d0c5,ProAm,False,False,5,200,account exists,
575,db2c781eccec4b6da0d9c4fc8a48de31,db2c781eccec4b6da0d9c4fc8a48de31,[],False,"I’m a Bi BLM supporting Blue Voting non God believing Red Blooded AMERICAN. Here to talk down to some proud boys and ask about their mommy issues.
������������������️‍��������",False,0.0,user_profile,False,19.0,5.0,5.0,False,False,False,10/13/20 23:58,2020-12-20 16:18:27.370872 UTC,1.0,0.0,False,False,1.0,False,7c201d4a5a8c4478af2120a5754f0f0e,False,1.0,db2c781eccec4b6da0d9c4fc8a48de31,BlueLady1,False,False,9,200,account exists,
577,b14dc0d9e2964581a5ac571961a39104,b14dc0d9e2964581a5ac571961a39104,[4],False,"Captain Skunkbeard - Drop the turd on November 3rd
#fucktheproudboys",False,,user_profile,False,,,,False,False,False,10/2/20 2:02,2020-12-20 19:22:59.405367 UTC,,,False,False,,True,ddb8504af7964dc0b43f7f270804fb2b,False,1.0,b14dc0d9e2964581a5ac571961a39104,Skunkbeard,False,False,10,200,account exists,
578,a03d8341a80d46609f94b1cf27864568,a03d8341a80d46609f94b1cf27864568,"[0, 4]",False,"Christian, Husband, Father, PawPaw, Luke 22:36, Psalm 144, Psalm 23:4, Isaiah 6:8, Sons of Liberty, Proud Boy, America 1st, Constitutionalist, Patriot, KAG, Trump 2020, III%er, 2nd A, ΜΟΛΩΝ ΛΑΒΕ",False,,user_profile,False,,,,True,False,False,11/8/20 6:08,2020-12-21 21:18:04.769469 UTC,,,False,False,,True,ab40f40223204e9c87a83d97710bdb4b,False,1.0,a03d8341a80d46609f94b1cf27864568,Jaysinsr,False,False,8,200,account exists,
579,193016de236af39eea5b2175757c0eab,193016de236af39eea5b2175757c0eab,[4],False,#POYB #ProudBoysCanada,False,,user_profile,False,,,,False,False,False,12/11/18 17:25,2020-12-22 07:04:59.660558 UTC,,,False,False,,True,294009a624df7da4809e4fb46e110df1,False,,193016de236af39eea5b2175757c0eab,markmandato,False,False,11,200,account exists,
580,718fd305582e44f5b7c10641f5ba561c,718fd305582e44f5b7c10641f5ba561c,[],False,"God, Family, Country Conservative, 2A Lion, Lib Slayer Proud Boy / Boogaloo Boi",False,1.0,user_profile,False,0.0,4.0,4.0,False,False,False,11/22/20 1:20,2020-12-22 02:01:25.692437 UTC,2.0,0.0,False,False,3.0,False,a4bfcab4cfc24646a02a9b046138b97f,False,1.0,718fd305582e44f5b7c10641f5ba561c,Big12Gauge,False,False,10,200,account exists,
581,718fd305582e44f5b7c10641f5ba561c,718fd305582e44f5b7c10641f5ba561c,[],False,"God, Family, Country Conservative, 2A Lion, Lib Slayer Proud Boy / Boogaloo Boi",False,1.0,user_profile,False,0.0,4.0,4.0,False,False,False,11/22/20 1:20,2020-12-22 02:01:25.692437 UTC,2.0,0.0,False,False,3.0,False,a4bfcab4cfc24646a02a9b046138b97f,False,1.0,718fd305582e44f5b7c10641f5ba561c,Big12Gauge,False,False,10,200,account exists,
582,718fd305582e44f5b7c10641f5ba561c,718fd305582e44f5b7c10641f5ba561c,[],False,"God, Family, Country Conservative, 2A Lion, Lib Slayer Proud Boy / Boogaloo Boi",False,1.0,user_profile,False,0.0,4.0,4.0,False,False,False,11/22/20 1:20,2020-12-22 02:01:25.692437 UTC,2.0,0.0,False,False,3.0,False,a4bfcab4cfc24646a02a9b046138b97f,False,1.0,718fd305582e44f5b7c10641f5ba561c,Big12Gauge,False,False,10,200,account exists,
583,718fd305582e44f5b7c10641f5ba561c,718fd305582e44f5b7c10641f5ba561c,[],False,"God, Family, Country Conservative, 2A Lion, Lib Slayer Proud Boy / Boogaloo Boi",False,1.0,user_profile,False,0.0,4.0,4.0,False,False,False,11/22/20 1:20,2020-12-22 02:01:25.692437 UTC,2.0,0.0,False,False,3.0,False,a4bfcab4cfc24646a02a9b046138b97f,False,1.0,718fd305582e44f5b7c10641f5ba561c,Big12Gauge,False,False,10,200,account exists,
584,6e4c48589bb64f19aabf94f99863c1ff,6e4c48589bb64f19aabf94f99863c1ff,[],False,Wenn ist das Nunstück git und Slotermeyer? Ja! Beiherhund das Oder die Flipperwaldt gersput! #CSLad #ActivistsAreCunts #SayNoToPronounBullies #ProudBoys,False,0.0,user_profile,False,0.0,5.0,5.0,False,False,False,12/12/20 12:25,2021-01-08 05:46:48.323329 UTC,9.0,0.0,False,False,4.0,False,44a76b640885465eafb02b86650fa94a,False,1.0,6e4c48589bb64f19aabf94f99863c1ff,Buddhiadikari,False,False,13,200,account exists,
587,f39d6c2cd2bd4f44bdaf7f8965fe495c,f39d6c2cd2bd4f44bdaf7f8965fe495c,[],False,"I'm a Black Proudboy: I would rather say the Truths to hurt you, than to tell you lies to spare your pains.",False,0.0,user_profile,False,2.0,13.0,13.0,False,False,False,5/29/20 12:47,2020-12-23 16:00:46.314191 UTC,55.0,2.0,False,False,10.0,False,d07e2377b1144ccd9f487af0f67ff0af,False,,f39d6c2cd2bd4f44bdaf7f8965fe495c,Xco360,False,False,6,200,account exists,
590,6563a9a6d55747e9a6785df76a04d333,6563a9a6d55747e9a6785df76a04d333,[],False,"Objectivist ��
America ���� 
Proud Boys ✊��",False,2.0,user_profile,False,9.0,37.0,37.0,False,False,False,11/11/20 10:09,2020-12-20 04:28:28.218636 UTC,161.0,0.0,False,False,7.0,False,a513356e92394b2398515f09d97b8a53,False,1.0,6563a9a6d55747e9a6785df76a04d333,skystrength88,False,False,13,200,account exists,
592,c20b24263e364cb6a65f29281bf6ff10,c20b24263e364cb6a65f29281bf6ff10,[],False,"����❤️����❤️����❤️����
Blue lives matter��
ALL lives matter��
Proud girl supporting our proud boys ��",False,0.0,user_profile,False,4.0,39.0,39.0,False,False,False,12/3/20 7:35,2020-12-20 00:31:18.146358 UTC,9.0,0.0,False,False,1.0,False,dc09bfa7e9b140969ed197ec2e6addb2,False,1.0,c20b24263e364cb6a65f29281bf6ff10,Cicisugar,False,False,9,200,account exists,
597,a56884598e8646e29d01800e747b4a9d,a56884598e8646e29d01800e747b4a9d,[],False,ProudBoy,False,3.0,user_profile,False,3.0,16.0,16.0,False,False,False,6/23/19 5:49,2020-12-22 12:43:56.306344 UTC,34.0,0.0,False,False,12.0,False,aea64f1dfc8e455ebc925006022babad,False,,a56884598e8646e29d01800e747b4a9d,DanielHoch,False,False,10,200,account exists,
602,69378bd90a3847f980718a3514710d25,69378bd90a3847f980718a3514710d25,[],False,Fuck the liberals�������� proud boys are the savior to this country!! I love my president�������� if you vote for joe Biden fuck you your a socialist piece of shit commie!!��������,False,1.0,user_profile,False,6.0,28.0,28.0,False,False,False,10/24/20 15:31,2020-12-20 05:50:08.05075 UTC,2.0,0.0,False,False,6.0,False,9435cba25a6a4a25a0d8252556e8d99e,False,1.0,69378bd90a3847f980718a3514710d25,Trump2020bitch,False,False,14,200,account exists,
604,c27e91dbba6c4eddae0d3c1dd5ae28a5,c27e91dbba6c4eddae0d3c1dd5ae28a5,[],False,"Retired military, currently trucking. 
Recently attended a Poor Boys rally
(oops I mean Proud Boys) in Portland. Not enough characters to explain here, but I was impressed.",False,14.0,user_profile,False,6.0,9.0,9.0,False,False,False,9/26/20 1:41,2020-12-22 09:18:38.978018 UTC,111.0,0.0,False,False,6.0,False,61cda1c166dc4ab3893f67916b1d3488,False,1.0,c27e91dbba6c4eddae0d3c1dd5ae28a5,Trucker0172,False,False,11,200,account exists,
606,8ae9874609bc46f3a2ce8cfb9b1db505,8ae9874609bc46f3a2ce8cfb9b1db505,[],False,"PROUD BOY 3, Christian. Pekiti-Tersia Kali/Silat Martial Artist, Knife @ Axe throwing connoisseur with a severe IPA Addiction ����������☣��������",False,11.0,user_profile,False,106.0,249.0,249.0,False,False,False,11/9/20 19:01,2020-12-20 12:37:24.513918 UTC,21.0,4.0,False,False,21.0,False,dcebddb132ec419da7a8365cedbe8afc,False,1.0,8ae9874609bc46f3a2ce8cfb9b1db505,ChimiChonga,False,False,11,200,account exists,
607,2b45e3124a5746f6820af00296bf460e,2b45e3124a5746f6820af00296bf460e,[0],False,COLORADO PROUD BOY!!!!AMERICAN AS FUCK,False,31.0,user_profile,False,54.0,69.0,69.0,True,False,False,9/6/20 23:48,2020-12-22 05:06:40.140208 UTC,12.0,11.0,False,False,70.0,False,3f415a380ea34759b01bdca8b6e29092,False,1.0,2b45e3124a5746f6820af00296bf460e,Joker1776,False,False,9,200,account exists,
608,dd92fcffbd3443e8a8cd6c0851973d98,dd92fcffbd3443e8a8cd6c0851973d98,[],False,"Proud Conservative/Populist fed up with the fascist, Marxist, radical views and violence from the left. Also a proud member of an awesome Male Fraternity AKA the Proud Boys and I will not apologize",False,245.0,user_profile,False,199.0,171.0,171.0,False,False,False,7/9/20 16:15,2020-12-20 23:19:47.412316 UTC,87.0,5.0,False,False,95.0,False,af6a907e4ca24c8ebd7c52f8d9b01414,False,,dd92fcffbd3443e8a8cd6c0851973d98,Citrushandyman,False,False,14,200,account exists,
609,5ecc2996789042e4a73710634ffa6263,5ecc2996789042e4a73710634ffa6263,[],False,"☆Proud Boymom to 3 Amazing sons☆Army Mom☆Wife☆ Christian, Conservative Patriot☆",False,8.0,user_profile,False,21.0,48.0,48.0,False,False,False,11/10/20 19:06,2020-12-21 15:50:32.090309 UTC,136.0,0.0,False,False,56.0,False,,False,1.0,5ecc2996789042e4a73710634ffa6263,PrillyM,False,False,7,200,account exists,
610,5669e7e9f95f421ca159a545ded25848,5669e7e9f95f421ca159a545ded25848,[],False,#conservative #freespeech ❤️ #Patriots #EnriqueTarrio #ProudBoys #covid has a 99% survival rate #existing is not #living & I want to #LIVE I want my #freedom & my #life back! #STOP being #afraid,False,440.0,user_profile,False,916.0,1300.0,1300.0,False,False,False,7/1/20 5:56,2020-12-21 08:29:58.894861 UTC,1600.0,42.0,False,False,648.0,False,fe55d73aeb6043bfa383a14a17b28119,False,,5669e7e9f95f421ca159a545ded25848,justagrrrl,False,False,10,200,account exists,
612,6dfc0e7641724bb3a042b130de3aab49,6dfc0e7641724bb3a042b130de3aab49,[0],False,"marxphobic, pedophobic, libertarian twat from England. proud boy applicant",False,22.0,user_profile,False,28.0,87.0,87.0,True,False,False,6/27/20 2:13,2020-12-21 03:04:09.783436 UTC,937.0,4.0,False,False,49.0,False,31728787b43c4efb8705d64ead95a97b,False,,6dfc0e7641724bb3a042b130de3aab49,somberlainnn,False,False,12,200,account exists,
613,b1fbc693cc82478baacd6b38aaa522ca,b1fbc693cc82478baacd6b38aaa522ca,[],False,"U.S.A. Patriot located in the Bayou State..senior member Proud Boys La. member of The Right Wing Dance Squad.
 Fuck blm,antifa, and your feelings.Uhuru!",False,7.0,user_profile,False,76.0,125.0,125.0,False,False,False,8/15/20 1:29,2020-12-20 12:37:50.931872 UTC,697.0,45.0,False,False,298.0,False,7414b4e79b6a47c0b742b710bf77a45f,False,1.0,b1fbc693cc82478baacd6b38aaa522ca,ROYLM,False,False,5,200,account exists,
615,06383289fa2b47a8809b17f3982d5114,06383289fa2b47a8809b17f3982d5114,[0],False,"I FOLLOW BACK ALL PATRIOTS!
Christian/Sinner (I try but fail some)
Patriot & III%er (Ready, Willing, & Able)
Proud Boy Supporter (EQUAL Rights)
Trump 2020 (It's Good vs Evil this time)",False,805.0,user_profile,False,6000.0,9800.0,9800.0,True,False,False,7/2/20 10:41,2020-12-21 22:46:29.183114 UTC,12000.0,127.0,False,False,288.0,False,1c2c858d112e461386aaf96903d804c7,False,,06383289fa2b47a8809b17f3982d5114,BushrodJohnson,False,False,14,200,account exists,
619,ff07699a2309455d925d2067d09f945c,ff07699a2309455d925d2067d09f945c,[0],False,"PROUD BOYS
��������������
#POYB #FAFO
WEST IS THE BEST
STANDING BY
“A drinking club with a patriot problem.”1776>1984GIVE ME LIBERTY OR GIVE ME DEATH",False,238.0,user_profile,False,984.0,882.0,882.0,True,False,False,9/15/20 14:41,2021-01-09 06:46:50.983076 UTC,71.0,28.0,False,False,180.0,False,da7a1bb830c544c0b0b78ec8bc9738c8,False,1.0,ff07699a2309455d925d2067d09f945c,ThrustJohnson,False,False,13,200,account exists,
620,a0b01cd4016f4769ba5efa7bd5daba70,a0b01cd4016f4769ba5efa7bd5daba70,[],False,"#Sheepdog 
#2°ProudBoy
#UHURU!",False,32.0,user_profile,False,117.0,199.0,199.0,False,False,False,6/19/20 21:20,2021-01-11 06:27:00.753306 UTC,121.0,0.0,False,False,30.0,False,24e0c7512a8446ffae078987bdf08c07,False,,a0b01cd4016f4769ba5efa7bd5daba70,DivineRedeemer,False,False,14,200,account exists,
621,ba2559b1d48d4a4fa80a12e517b79b71,ba2559b1d48d4a4fa80a12e517b79b71,[],False,Cincinnati Proud Boy,False,0.0,user_profile,False,49.0,66.0,66.0,False,False,False,7/13/20 23:43,2020-12-21 03:34:04.565773 UTC,10.0,1.0,False,False,12.0,False,f08cc592aed54869bb8adf31eaf5d3e7,False,,ba2559b1d48d4a4fa80a12e517b79b71,BigRedWhiteBlue,False,False,15,200,account exists,
