username,error_code,bio,metrics,followers_count,following_count,tweet_count,,,,,,,,,
Diehard67,200,,"{'followers_count': 7, 'following_count': 98, 'tweet_count': 118, 'listed_count': 0}",7,98,0,,,,,,,,,
SeeSampson,200,"Daddy to the most perfect little angel on earth, Norah Claire Sampson-4/19/18 #SteelersNation #LonghornBorn Owner of CSC Construction. Absolutely loving life!","{'followers_count': 837, 'following_count': 349, 'tweet_count': 30222, 'listed_count': 7}",837,349,7,,,,,,,,,
FreedomAnon17,200,,"{'followers_count': 42, 'following_count': 570, 'tweet_count': 287, 'listed_count': 0}",42,570,0,,,,,,,,,
titiaAll,200,#TitiaAll,,,,,,,,,,,,,
#TwinPrincesses,,,,,,,,,,,,,,,
#AsPrincesasGêmeas,,,,,,,,,,,,,,,
#AmazonTwinPrincesses,,,,,,,,,,,,,,,
#AmazonAsprincesasGêmeas,,,,,,,,,,,,,,,
escritora das Princesas Gêmeas topBook,TitiaAll,"{'followers_count': 87, 'following_count': 109, 'tweet_count': 9404, 'listed_count': 0}",109,0,,,,,,,,,,,
Haggankadie,200,"American by birth, patriot by choice.","{'followers_count': 2, 'following_count': 3, 'tweet_count': 0, 'listed_count': 0}",2,3,0,,,,,,,,,
Amandazz100,200,"Health via good nutrition & sustainable agriculture outreach via film #lchf,#keto Fat Fiction Amazon Now T2 in remission 10.3% to 5.3% 3yr Provenance Out Now !","{'followers_count': 4362, 'following_count': 1731, 'tweet_count': 43580, 'listed_count': 63}",4362,1731,63,,,,,,,,,
Dasharesh,200,,"{'followers_count': 1, 'following_count': 2, 'tweet_count': 4, 'listed_count': 0}",1,2,0,,,,,,,,,
MAGAAF,200,,"{'followers_count': 22, 'following_count': 115, 'tweet_count': 42, 'listed_count': 0}",22,115,0,,,,,,,,,
MATTGUNNS,200,I am The Most Enlightened person on Earth. That doesn't mean I'm nice.,"{'followers_count': 40, 'following_count': 67, 'tweet_count': 819, 'listed_count': 1}",40,67,1,,,,,,,,,
Pintoprimer,200,,"{'followers_count': 1, 'following_count': 1, 'tweet_count': 0, 'listed_count': 0}",1,1,0,,,,,,,,,
SSgtAmerica,200,,"{'followers_count': 4, 'following_count': 58, 'tweet_count': 3, 'listed_count': 0}",4,58,0,,,,,,,,,
Batman111,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 10, 'listed_count': 0}",0,0,0,,,,,,,,,
NoahFord,200,...and I can't wait to get on the road again.  Apple,Hiking,Live Music,Camping,Adventures,noahford,"{'followers_count': 45, 'following_count': 102, 'tweet_count': 4, 'listed_count': 0}",45,102,0,,,,
Tattedpatriot,200,"They rewrite history, I don't believe in yesterday -Kanye West","{'followers_count': 1504, 'following_count': 156, 'tweet_count': 1937, 'listed_count': 1}",1504,156,1,,,,,,,,,
JefftheViking,200,#ImpeachAbbott  he/him,"{'followers_count': 452, 'following_count': 860, 'tweet_count': 4265, 'listed_count': 33}",452,860,33,,,,,,,,,
Itscodog,200,,"{'followers_count': 6, 'following_count': 83, 'tweet_count': 9, 'listed_count': 0}",6,83,0,,,,,,,,,
Johnstorz,200,,"{'followers_count': 0, 'following_count': 3, 'tweet_count': 0, 'listed_count': 0}",0,3,0,,,,,,,,,
GreggLee,200,"Channel Manager--PA, NJ, DE","{'followers_count': 31, 'following_count': 66, 'tweet_count': 540, 'listed_count': 20}",31,66,20,,,,,,,,,
ShiftyPowers,200,,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 0, 'listed_count': 0}",0,0,0,,,,,,,,,
Charles89,200,,"{'followers_count': 7, 'following_count': 2, 'tweet_count': 1, 'listed_count': 0}",7,2,0,,,,,,,,,
Destroynkill34,200,,"{'followers_count': 1, 'following_count': 20, 'tweet_count': 0, 'listed_count': 0}",1,20,0,,,,,,,,,
Boogalookid1776,200,Conservative Boog boy,,,,,,,,,,,,,
"God , Family, Guns.",,,,,,,,,,,,,,,
“For those I love I will do great and terrible things”,boogalookid1776,"{'followers_count': 22, 'following_count': 74, 'tweet_count': 453, 'listed_count': 0}",74,0,,,,,,,,,,,
